arm,bats,birthdate,cb,ch,cl,control,cu,delivery,durability,endurance,ethnicity,fa,facial_hair,fb,first_name,gf,hair_color,height,hitter_archetype,hm,hold_runner,injured,injury_description,is_pitcher,kn,last_name,mo,movement,other_positions,ph,pitcher_archetype,pl,player_id,pot_arm,pot_cb,pot_ch,pot_control,pot_cu,pot_endurance,pot_fa,pot_fb,pot_fielding,pot_gf,pot_hold_runner,pot_kn,pot_movement,pot_ph,pot_sc,pot_si,pot_sl,pot_sp,preferred_pitching_role,primary_position,return_date,role,sc,si,skin_tone,sl,sp,throws,vl,weight
57,R,1994-05-28,,62,51,,,,58,,Anglo,41,clean_shaven,,Hung,51,black,77,speed_disc,50,,0,0,False,,Teffeteller,46,,[],42,,57,P7838,53,,62,,,,37,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",51,,,,38,47,,,67,,C,0,,47,,medium,,66,R,83,233
52,R,2003-03-05,,66,53,,,,67,,Anglo,64,clean_shaven,,Miguel,54,blonde,76,balanced,51,,0,0,False,,Hernandez,50,,[],59,,50,P6867,58,,73,,,,76,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",54,,,,71,46,,,73,,SS,0,,46,,light,,60,R,59,235
72,L,1996-10-06,,75,50,,,,59,,Hispanic,66,clean_shaven,,Eduardo,50,blonde,72,balanced,49,,0,0,False,,Castillo,46,,[],75,,38,P4204,71,,72,,,,63,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",50,,,,78,53,,,63,,RF,0,,53,,dark,,59,R,64,177
67,R,1993-08-20,,46,49,,,,63,,Hispanic,47,clean_shaven,,Manuel,49,black,76,power,51,,0,0,False,,Rivera,48,,[],84,,56,P1723,61,,43,,,,41,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",49,,,,83,49,,,42,,3B,0,,49,,light,,47,R,49,241
58,R,2002-10-25,,49,53,,,,67,,African,70,clean_shaven,,Rufus,44,black,76,power,55,,0,0,False,,Jefferson,45,,[],82,,62,P7695,70,,59,,,,79,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",44,,,,91,54,,,61,,3B,0,,54,,dark,,47,R,65,240
72,R,2005-02-16,,86,50,,,,69,,Hispanic,65,goatee,,Alejandro,48,black,73,contact,50,,0,0,False,,Rodriguez,50,,[],49,,49,P7882,86,,99,,,,86,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",48,,,,60,52,,,97,,RF,0,,52,,light,,68,R,76,249
62,R,1993-07-01,,65,50,,,,71,,Hispanic,59,clean_shaven,,Antonio,50,brown,77,balanced,50,,0,0,False,,Diaz,53,,[],69,,67,P3747,58,,56,,,,58,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",50,,,,64,50,,,54,,3B,0,,50,,dark,,56,R,57,188
55,L,1995-02-20,,60,51,,,,61,,African,66,mustache,,Tyrone,49,black,69,power,53,,0,0,False,,Taylor,50,,[],78,,41,P5990,51,,58,,,,61,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",49,,,,77,51,,,40,,CF,0,,51,,dark,,45,L,49,238
55,R,2000-05-24,,61,47,,,,61,,Anglo,46,clean_shaven,,Tommie,49,brown,73,speed_disc,48,,0,0,False,,Bloch,46,,[],38,,45,P7661,70,,76,,,,56,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",49,,,,51,54,,,56,,C,0,,54,,light,,50,R,85,204
56,S,2000-12-23,,70,57,,,,69,,Anglo,56,clean_shaven,,Domingo,55,red,75,balanced,47,,0,0,False,,Flaherty,50,,[],48,,65,P6503,68,,76,,,,67,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",55,,,,54,48,,,68,,3B,0,,48,,light,,61,R,57,248
59,R,2002-07-24,,63,46,,,,74,,Hispanic,67,goatee,,Luis,56,black,71,power,53,,0,0,False,,Ramirez,50,,[],84,,52,P8237,65,,75,,,,78,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",56,,,,93,50,,,55,,LF,0,,50,,medium,,41,R,48,215
75,R,1992-03-11,,77,51,,,,60,,Hispanic,61,clean_shaven,,Rafael,53,brown,68,speed_disc,55,,0,0,False,,Lopez,52,,[],55,,61,P9443,65,,70,,,,52,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",53,,,,51,47,,,86,,RF,0,,47,,light,,89,R,78,186
68,L,1996-03-31,,69,52,,,,63,,Anglo,55,beard,,Damon,48,brown,75,speed_disc,48,,0,0,False,,Bossick,52,,[],49,,59,P9232,63,,68,,,,55,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",48,,,,47,47,,,87,,RF,0,,47,,light,,90,L,81,246
51,L,1995-10-17,,73,53,,,,63,,Hispanic,56,beard,,Manuel,51,brown,69,balanced,55,,0,0,False,,Rodriguez,47,,[],62,,50,P1872,52,,69,,,,60,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",51,,,,61,47,,,54,,CF,0,,47,,light,,52,R,65,184
60,R,1998-04-16,,86,54,,,,63,,Anglo,53,goatee,,Lonnie,56,blonde,71,contact,48,,0,0,False,,Minteer,49,,[],53,,50,P6976,69,,95,,,,62,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",56,,,,67,49,,,79,,1B,0,,49,,medium,,67,L,67,169
62,R,1991-03-04,,73,47,,,,63,,African,62,clean_shaven,,Tyrone,47,black,70,speed_disc,51,,0,0,False,,Robinson,48,,[],42,,51,P2706,52,,73,,,,59,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",47,,,,33,46,,,71,,SS,0,,46,,dark,,81,R,84,237
53,R,1997-03-01,,73,52,,,,62,,African,68,clean_shaven,,Percy,51,brown,71,contact,45,,0,0,False,,King,56,,[],49,,46,P5455,57,,74,,,,64,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",51,,,,48,48,,,56,,SS,0,,48,,dark,,57,R,84,227
49,L,1996-12-20,,71,49,,,,61,,Hispanic,59,clean_shaven,,Jorge,50,blonde,76,speed_disc,54,,0,0,False,,Delgado,49,,[],41,,55,P2247,45,,71,,,,60,,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",50,,,,40,49,,,70,,2B,0,,49,,medium,,75,R,78,167
56,L,1998-06-17,,71,51,,,,65,,African,59,clean_shaven,,Darnell,53,black,69,contact,45,,0,0,False,,Walker,49,,[],56,,67,P6490,64,,79,,,,68,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",53,,,,68,52,,,68,,LF,0,,52,,dark,,57,L,75,227
66,L,1999-09-05,,63,57,,,,63,,Anglo,53,clean_shaven,,Alonzo,51,black,78,balanced,51,,0,0,False,,Strait,53,,[],53,,52,P5202,78,,77,,,,68,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",51,,,,64,52,,,55,,3B,0,,52,,light,,50,R,71,186
45,L,1988-08-15,,63,56,,,,66,,Hispanic,42,mustache,,Francisco,48,black,71,balanced,48,,0,0,False,,Morales,51,,[],64,,57,P5816,42,,55,,,,37,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",48,,,,59,47,,,43,,C,0,,47,,medium,,44,R,66,228
70,R,1993-01-13,,67,53,,,,59,,Hispanic,67,goatee,,Alejandro,47,black,75,balanced,50,,0,0,False,,Martinez,50,,[],62,,58,P8379,65,,60,,,,66,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",47,,,,58,50,,,65,,RF,0,,50,,dark,,69,R,64,167
61,R,2000-08-11,,76,46,,,,66,,Hispanic,74,beard,,Roberto,47,brown,73,balanced,49,,0,0,False,,Ortiz,50,,[],55,,47,P6554,74,,87,,,,86,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",47,,,,61,55,,,61,,3B,0,,55,,medium,,54,R,64,228
51,R,2001-10-07,,61,54,,,,71,,Anglo,48,goatee,,Arlie,44,red,70,contact,59,,0,0,False,,Byard,47,,[],31,,52,P7204,62,,72,,,,54,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",44,,,,43,46,,,73,,C,0,,46,,medium,,58,R,75,222
74,L,2001-06-30,,53,46,,,,68,,African,81,clean_shaven,,Percy,44,black,73,balanced,50,,0,0,False,,Jefferson,55,,[],64,,64,P3692,82,,62,,,,92,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",44,,,,75,56,,,57,,C,0,,56,,dark,,50,R,70,188
89,S,1995-02-12,,60,53,,,,68,,Anglo,54,clean_shaven,,Raul,46,brown,72,balanced,54,,0,0,False,,Sanchez,49,,[],57,,44,P3328,90,,64,,,,58,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",46,,,,60,51,,,69,,LF,0,,51,,light,,67,R,67,244
74,S,1997-09-11,,60,51,,,,61,,Hispanic,63,clean_shaven,,Miguel,57,black,69,balanced,55,,0,0,False,,Castillo,47,,[],66,,56,P3110,72,,56,,,,68,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",57,,,,62,55,,,59,,LF,0,,55,,light,,63,R,64,170
62,S,1996-04-18,,51,51,,,,63,,Anglo,52,clean_shaven,,Alejandro,50,blonde,77,power,49,,0,0,False,,Flores,52,,[],74,,45,P6727,59,,51,,,,52,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",50,,,,77,49,,,44,,CF,0,,49,,dark,,49,R,50,248
65,R,1995-03-09,,60,47,,,,61,,Hispanic,62,clean_shaven,,Miguel,47,brown,73,power,47,,0,0,False,,Gomez,51,,[],89,,49,P8056,61,,59,,,,63,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",47,,,,93,49,,,44,,SS,0,,49,,light,,40,R,43,235
61,R,2004-11-15,,71,47,,,,63,,Hispanic,62,clean_shaven,,Alejandro,47,brown,77,contact,44,,0,0,False,,Garcia,52,,[],35,,56,P7514,84,,94,,,,88,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",47,,,,62,52,,,91,,3B,0,,52,,medium,,68,R,84,247
52,R,2002-12-02,,37,51,,,,66,,Anglo,39,mustache,,Henry,46,black,74,power,52,,0,0,False,,Godbee,57,,[],71,,48,P8343,58,,52,,,,53,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",46,,,,76,47,,,38,,C,0,,47,,medium,,30,R,51,166
65,R,1989-06-11,,70,46,,,,54,,Hispanic,64,clean_shaven,,Pedro,51,red,69,balanced,47,,0,0,False,,Castillo,50,,[],69,,62,P3137,59,,62,,,,56,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",51,,,,60,46,,,50,,SS,0,,46,,medium,,57,R,60,165
61,R,1994-06-22,,64,47,,,,66,,Anglo,59,clean_shaven,,Tanner,46,black,73,power,46,,0,0,False,,Mayden,49,,[],84,,40,P4267,65,,59,,,,55,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",46,,,,85,49,,,52,,SS,0,,49,,dark,,53,R,56,200
49,R,1998-08-14,,84,47,,,,65,,Anglo,49,clean_shaven,,Lenard,48,blonde,74,contact,48,,0,0,False,,Liebel,55,,[],38,,55,P9237,57,,91,,,,63,,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",48,,,,45,58,,,71,,2B,0,,58,,light,,56,R,66,190
58,R,1995-10-25,,44,48,,,,60,,Hispanic,44,beard,,Eduardo,50,brown,75,speed_disc,49,,0,0,False,,Reyes,50,,[],36,,60,P7600,60,,47,,,,44,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",50,,,,33,47,,,65,,C,0,,47,,light,,65,R,75,175
61,R,1992-05-14,,56,49,,,,60,,African,53,clean_shaven,,Tyrone,48,brown,77,power,48,,0,0,False,,Harris,46,,[],83,,51,P3349,51,,51,,,,48,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",48,,,,75,50,,,56,,3B,0,,50,,dark,,59,R,40,164
52,R,2003-04-30,,55,48,,,,73,,Anglo,60,clean_shaven,,Brenton,48,black,78,power,53,,0,0,False,,Jaremka,46,,[],90,,50,P6346,58,,69,,,,72,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",48,,,,99,49,,,52,,CF,0,,49,,light,,38,R,51,242
60,R,1995-10-27,,44,49,,,,62,,African,61,goatee,,Deshawn,50,brown,71,power,51,,0,0,False,,Harris,50,,[],69,,59,P1179,56,,42,,,,66,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",50,,,,67,48,,,53,,LF,0,,48,,dark,,49,R,54,250
50,L,1996-03-30,,56,47,,,,65,,Anglo,47,beard,,Tomas,53,brown,77,speed_disc,53,,0,0,False,,Vosberg,46,,[],47,,64,P7345,49,,61,,,,48,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",53,,,,43,48,,,50,,C,0,,48,,light,,55,R,89,225
58,R,1999-10-31,,53,50,,,,66,,African,58,clean_shaven,,Deshawn,51,black,72,power,52,,0,0,False,,King,55,,[],76,,58,P9389,67,,61,,,,65,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",51,,,,87,43,,,70,,CF,0,,43,,dark,,55,R,61,193
59,R,1998-05-22,,71,49,,,,69,,Hispanic,56,goatee,,Antonio,44,brown,78,balanced,58,,0,0,False,,Mendoza,54,,[],68,,50,P6111,65,,84,,,,62,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",44,,,,76,46,,,66,,3B,0,,46,,medium,,57,R,57,230
55,L,1996-06-24,,68,53,,,,66,,Hispanic,54,clean_shaven,,Juan,53,brown,68,contact,57,,0,0,False,,Vargas,51,,[],42,,51,P2256,53,,63,,,,50,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",53,,,,44,49,,,71,,3B,0,,49,,medium,,67,R,70,207
64,R,1999-01-26,,73,52,,,,56,,Hispanic,46,goatee,,Eduardo,46,red,69,contact,54,,0,0,False,,Perez,47,,['LF'],44,,50,P3483,79,,79,,,,56,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'CF': 40, 'RF': 80}",46,,,,50,51,,,69,,1B,0,,51,,light,,63,R,74,182
91,R,1993-06-26,,53,54,,,,66,,Hispanic,57,clean_shaven,,Alejandro,46,black,76,power,50,,0,0,False,,Torres,50,,['LF'],65,,51,P8840,85,,49,,,,55,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'CF': 100, 'RF': 120}",46,,,,63,56,,,29,,3B,0,,56,,light,,38,R,51,194
52,L,2001-01-25,,67,55,,,,70,,Hispanic,50,clean_shaven,,Carlos,50,brown,76,balanced,51,,0,0,False,,Mendoza,48,,[],63,,61,P9667,59,,76,,,,63,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",50,,,,75,54,,,71,,CF,0,,54,,medium,,60,R,69,219
54,R,1996-11-20,,44,52,,,,63,,Anglo,49,clean_shaven,,Stefan,52,brown,68,power,48,,0,0,False,,Goslee,45,,[],65,,53,P6154,51,,41,,,,44,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",52,,,,63,49,,,30,,C,0,,49,,medium,,31,R,50,167
70,R,1993-07-07,,77,51,,,,66,,Anglo,63,goatee,,Ernest,52,brown,76,balanced,44,,0,0,False,,Wolfgramm,47,,['LF'],64,,58,P5035,65,,70,,,,53,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80}",52,,,,62,46,,,63,,RF,0,,46,,medium,,65,R,64,213
45,R,1995-01-03,,48,49,,,,63,,Anglo,46,clean_shaven,,Deshawn,46,blonde,74,balanced,49,,0,0,False,,Gaines,52,,[],45,,50,P3992,50,,46,,,,50,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",46,,,,48,50,,,37,,C,0,,50,,light,,34,R,71,219
63,S,1998-12-22,,71,49,,,,73,,Hispanic,64,clean_shaven,,Alejandro,45,black,68,balanced,51,,0,0,False,,Cruz,52,,[],67,,62,P2791,77,,81,,,,69,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",45,,,,77,48,,,53,,LF,0,,48,,dark,,46,R,58,243
62,R,1999-11-20,,53,51,,,,69,,African,66,clean_shaven,,Darnell,44,black,75,balanced,48,,0,0,False,,Green,57,,[],57,,54,P9240,72,,67,,,,79,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",44,,,,70,50,,,73,,LF,0,,50,,dark,,68,R,50,243
51,S,1999-07-03,,94,45,,,,68,,African,53,clean_shaven,,Xavier,45,black,73,contact,50,,0,0,False,,Baker,54,,[],54,,48,P4068,56,,99,,,,65,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",45,,,,66,50,,,63,,1B,0,,50,,dark,,58,R,80,160
44,R,1999-01-01,,79,50,,,,65,,African,54,mustache,,Malik,53,black,70,balanced,47,,0,0,False,,Allen,52,,[],67,,45,P8425,59,,84,,,,68,,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",53,,,,73,52,,,75,,2B,0,,52,,dark,,60,R,57,246
57,L,1999-10-22,,50,46,,,,66,,Hispanic,51,clean_shaven,,Fernando,53,black,72,power,48,,0,0,False,,Cruz,52,,['3B'],77,,45,P3234,71,,60,,,,57,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, 'SS': 40, 'CF': 80, 'RF': 100}",53,,,,92,53,,,48,,LF,0,,53,,medium,,38,L,68,162
56,L,1994-09-29,,86,55,,,,55,,African,51,clean_shaven,,Cedric,46,black,68,contact,56,,0,0,False,,Carter,53,,[],31,,57,P7908,52,,81,,,,55,,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",46,,,,28,58,,,58,,2B,0,,58,,dark,,55,R,89,249
56,R,1994-11-17,,60,49,,,,65,,Anglo,55,clean_shaven,,Owen,44,brown,69,power,45,,0,0,False,,Cushen,52,,[],74,,51,P6284,60,,58,,,,58,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",44,,,,76,45,,,51,,SS,0,,45,,medium,,54,R,44,224
58,R,1997-02-04,,66,52,,,,59,,Hispanic,65,clean_shaven,,Carlos,49,red,78,balanced,51,,0,0,False,,Diaz,51,,['SS'],69,,61,P3613,53,,69,,,,70,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'LF': 130, 'CF': 100, 'RF': 120}",49,,,,64,44,,,60,,3B,0,,44,,medium,,59,R,60,239
58,R,1999-02-19,,78,55,,,,68,,Anglo,57,clean_shaven,,Jose,47,blonde,77,balanced,48,,0,0,False,,Gonzalez,53,,[],45,,45,P9914,69,,84,,,,63,,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",47,,,,54,47,,,69,,2B,0,,47,,medium,,61,R,57,171
66,R,1998-11-17,,88,51,,,,65,,Anglo,66,goatee,,Kip,48,brown,70,contact,47,,0,0,False,,Fielder,50,,[],52,,43,P3180,80,,99,,,,71,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",48,,,,59,50,,,64,,RF,0,,50,,medium,,52,R,77,228
51,S,1993-12-01,,60,53,,,,61,,Anglo,52,clean_shaven,,Sean,46,black,73,balanced,56,,0,0,False,,Laurenceau,50,,[],59,,43,P6709,55,,55,,,,50,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",46,,,,64,52,,,40,,CF,0,,52,,light,,42,R,70,198
72,L,1994-11-13,,75,50,,,,64,,Asian,59,clean_shaven,,Sung,49,black,78,balanced,46,,0,0,False,,Yamamoto,54,,[],82,,64,P5391,76,,78,,,,55,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",49,,,,87,47,,,56,,RF,0,,47,,medium,,57,L,58,237
59,R,1996-11-15,,43,49,,,,68,,Hispanic,45,beard,,Raul,44,brown,68,power,47,,0,0,False,,Guerrero,50,,[],72,,58,P1165,59,,43,,,,48,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",44,,,,68,53,,,25,,C,0,,53,,dark,,30,R,46,199
59,R,1999-08-05,,85,52,,,,73,,African,63,beard,,Percy,42,black,75,contact,52,,0,0,False,,Jackson,48,,[],36,,57,P2467,65,,99,,,,73,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",42,,,,45,56,,,62,,SS,0,,56,,dark,,55,R,76,234
64,R,2002-04-25,,76,51,,,,68,,Hispanic,53,goatee,,Jorge,46,brown,74,contact,54,,0,0,False,,Martinez,49,,[],49,,50,P9895,73,,87,,,,63,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",46,,,,55,54,,,58,,C,0,,54,,medium,,49,R,62,178
69,L,1993-09-23,,83,52,,,,61,,African,49,goatee,,Leroy,49,black,70,contact,53,,0,0,False,,Robinson,50,,[],53,,62,P9430,68,,75,,,,39,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",49,,,,49,47,,,57,,1B,0,,47,,medium,,65,R,61,243
57,L,1999-06-23,,52,54,,,,62,,Hispanic,64,clean_shaven,,Miguel,49,brown,74,power,50,,0,0,False,,Torres,48,,['RF'],78,,53,P3216,68,,59,,,,70,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80}",49,,,,91,45,,,75,,LF,0,,45,,medium,,61,R,50,208
51,L,1999-01-08,,76,51,,,,59,,African,58,clean_shaven,,Malik,46,black,71,balanced,52,,0,0,False,,Taylor,50,,[],59,,53,P2734,57,,83,,,,67,,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",46,,,,65,48,,,68,,2B,0,,48,,dark,,53,R,67,186
70,R,2002-09-10,,61,47,,,,68,,Anglo,61,clean_shaven,,Lanny,57,brown,78,speed_disc,54,,0,0,False,,Cruser,49,,[],54,,46,P1284,76,,73,,,,70,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",57,,,,68,56,,,90,,3B,0,,56,,light,,77,R,66,192
49,L,1999-09-03,,56,51,,,,68,,African,50,clean_shaven,,Darnell,47,black,69,contact,52,,0,0,False,,Mitchell,52,,[],33,,61,P9127,64,,67,,,,62,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",47,,,,38,49,,,47,,C,0,,49,,dark,,42,R,70,206
58,S,1997-04-05,,70,51,,,,67,,Hispanic,52,mustache,,Ricardo,51,black,75,contact,48,,0,0,False,,Gonzalez,50,,[],58,,49,P9055,53,,73,,,,57,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",51,,,,59,47,,,57,,LF,0,,47,,light,,54,R,86,206
69,L,2000-04-07,,55,47,,,,70,,African,62,clean_shaven,,Cedric,53,black,70,power,50,,0,0,False,,Allen,52,,['1B'],85,,67,P6717,77,,66,,,,73,,"{'P': 90, 'C': 10, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",53,,,,90,48,,,66,,RF,0,,48,,dark,,61,L,63,217
57,R,1998-03-24,,75,51,,,,62,,African,55,beard,,Xavier,53,black,73,contact,48,,0,0,False,,Scott,47,,[],32,,40,P1239,69,,88,,,,70,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",53,,,,40,45,,,66,,C,0,,45,,dark,,54,R,65,202
56,L,1995-02-13,,68,48,,,,68,,Hispanic,60,clean_shaven,,Pedro,49,red,71,balanced,52,,0,0,False,,Guerrero,52,,[],54,,50,P6686,58,,71,,,,58,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",49,,,,57,52,,,62,,CF,0,,52,,light,,63,L,64,165
61,R,1993-12-09,,67,49,,,,71,,African,57,clean_shaven,,Rufus,52,black,71,speed_disc,48,,0,0,False,,Robinson,54,,[],57,,58,P2181,58,,63,,,,56,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",52,,,,59,52,,,74,,LF,0,,52,,dark,,76,R,74,210
