player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P9347,Ricardo,Vasquez,2003-06-20,75,179,Hispanic,medium,blonde,goatee,S,P,,1,,,,,,53,,,,56,57,85,66,77,62,83,0,34,0,0,0,0,,,,53,,,,71,70,87,71,67,63,78,0,44,0,0,0,0,False,,,1,,,,,,0,50,power_starter,
P5968,Jorge,Torres,1989-05-28,76,241,Hispanic,medium,brown,mustache,R,P,,1,,,,,,48,,,,59,80,72,73,76,67,75,42,91,91,0,0,0,,,,48,,,,57,73,59,60,59,53,61,42,86,87,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P9818,Luis,Vasquez,1996-07-11,72,217,Hispanic,medium,blonde,clean_shaven,R,P,,1,,,,,,55,,,,55,67,66,57,66,58,70,76,87,0,75,0,0,,,,55,,,,51,63,54,54,73,57,41,77,92,0,76,0,0,False,,,1,,,,,,0,50,middle_relief,
P3170,Burt,Firkins,2000-08-04,69,224,Anglo,medium,red,mustache,L,P,,1,,,,,,53,,,,78,57,69,64,67,59,73,36,71,0,71,0,0,,,,53,,,,89,65,69,88,83,62,48,45,76,0,86,0,0,False,,,1,,,,,,0,50,balanced_starter,
P2551,Casey,Albergotti,1999-06-02,72,204,Anglo,light,blonde,clean_shaven,L,P,,1,,SU,,,,54,,,,54,56,54,77,78,69,85,71,70,92,92,0,0,,,,54,,,,61,65,69,76,64,73,99,82,84,0,0,0,0,False,,,1,,,,,,0,50,setup,
P7264,Jorge,Castillo,1989-04-22,73,221,Hispanic,light,black,beard,R,P,,1,,,,,,50,,,,55,73,87,81,79,76,63,22,79,92,92,0,0,,,,50,,,,48,65,55,62,34,49,91,15,69,0,48,0,0,False,,,1,,,,,,0,50,finesse_starter,
P9776,Tomas,Vosberg,1992-08-25,72,234,Anglo,light,red,beard,R,P,,1,,,,,,47,,,,52,68,64,63,66,73,79,0,0,0,68,0,0,,,,47,,,,50,68,56,53,56,61,90,0,0,0,60,0,0,False,,,1,,,,,,0,50,balanced_starter,
P3377,Stanton,Durbin,1990-05-03,75,185,Anglo,light,blonde,clean_shaven,L,C,,0,,,88,46,79,51,55,66,51,50,51,,,,,,,,,,,,59,46,38,51,55,47,51,46,51,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P9563,Tyrone,Allen,1995-03-08,72,217,African,medium,black,mustache,R,1B,,0,,,76,47,70,44,54,66,50,46,64,,,,,,,,,,,,68,55,67,44,54,55,50,42,68,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P1299,Micah,Hu,1997-09-16,68,246,Anglo,light,brown,goatee,L,2B,,0,,,84,57,74,48,66,81,49,50,51,,,,,,,,,,,,70,54,53,48,66,55,49,50,51,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P5653,Alejandro,Castillo,1996-07-08,74,191,Hispanic,medium,brown,clean_shaven,L,3B,,0,,,61,68,67,53,51,58,51,75,56,,,,,,,,,,,,56,58,71,53,51,56,51,77,53,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P2467,Edward,Schlein,1992-10-28,70,201,Anglo,light,blonde,clean_shaven,R,SS,,0,,,80,60,63,51,58,71,54,63,55,,,,,,,,,,,,66,43,59,51,58,52,54,53,47,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P1789,Jorge,Ramirez,1988-02-03,74,208,Hispanic,medium,brown,clean_shaven,L,LF,,0,,,75,60,75,43,57,72,49,54,80,,,,,,,,,,,,53,53,41,43,57,53,49,50,70,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P5006,Lauren,Schaberg,1989-06-13,74,232,Anglo,medium,brown,clean_shaven,L,CF,,0,,,68,63,62,46,57,58,44,57,51,,,,,,,,,,,,53,49,57,46,57,43,44,56,48,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8454,Xavier,Baker,1999-01-30,72,214,African,light,black,beard,S,RF,,0,,,82,50,70,50,47,75,48,68,80,,,,,,,,,,,,89,62,73,50,47,65,48,76,93,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P1831,Leroy,Mitchell,1996-03-09,74,231,African,dark,black,clean_shaven,S,CF,,0,,,68,52,72,56,58,87,50,60,49,,,,,,,,,,,,56,46,57,56,58,54,50,59,46,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P8560,Leonel,Bittel,1997-01-22,74,202,Anglo,light,brown,beard,R,1B,,0,,,51,81,54,53,45,55,51,47,58,,,,,,,,,,,,67,68,47,53,45,66,51,52,60,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P5644,Jamal,Carter,1993-07-27,72,245,African,dark,black,beard,R,2B,,0,,,70,54,79,51,52,83,47,48,54,,,,,,,,,,,,68,39,48,51,52,55,47,42,52,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P7762,Edwin,Havlik,2000-02-05,75,178,Anglo,light,blonde,goatee,L,SS,,0,,,76,45,59,49,52,84,46,64,53,,,,,,,,,,,,78,69,86,49,52,44,46,70,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P1141,Eduardo,Castillo,2004-06-08,69,163,Hispanic,light,black,goatee,R,2B,3B,0,,,83,54,65,50,57,75,49,62,46,,,,,,,,,,,,79,70,67,50,57,56,49,91,66,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P5623,Lyman,Heilig,1998-08-24,78,225,Anglo,light,black,clean_shaven,R,RF,,0,,,63,62,64,55,42,63,54,59,73,,,,,,,,,,,,72,82,74,55,42,55,54,73,81,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P1086,Cedric,King,1999-10-08,72,246,African,dark,black,clean_shaven,S,P,,1,,,,,,55,,,,48,89,93,67,72,56,73,0,0,86,60,0,0,,,,55,,,,57,99,59,73,70,64,66,0,0,73,60,0,0,False,,,1,,,,,,0,50,power_starter,
P1978,Jorge,Ramos,1991-03-06,71,205,Hispanic,medium,black,clean_shaven,R,P,,1,,,,,,54,,,,76,57,46,60,58,58,68,28,0,0,71,0,0,,,,54,,,,71,52,83,65,60,51,53,19,0,0,61,0,0,False,,,1,,,,,,0,50,middle_relief,
P8185,Yong,Zhang,1987-12-26,76,211,Asian,medium,black,clean_shaven,L,P,,1,,,,,,54,,,,55,72,73,77,68,67,78,0,83,20,29,0,0,,,,54,,,,46,63,50,60,84,44,95,0,81,12,19,0,0,False,,,1,,,,,,0,50,balanced_starter,
P7050,Errol,Hults,1990-03-27,74,221,Anglo,light,blonde,beard,R,P,,1,,,,,,52,,,,56,59,57,64,87,73,64,95,57,0,0,0,0,,,,52,,,,49,59,52,59,59,41,87,88,47,0,0,0,0,False,,,1,,,,,,0,50,specialist_starter,
P2499,Wm,Ziebart,2001-08-13,74,225,Anglo,light,brown,clean_shaven,S,P,,1,,,,,,46,,,,57,92,65,65,74,61,74,0,0,44,94,0,0,,,,46,,,,70,97,73,92,66,73,57,0,0,56,99,0,0,False,,,1,,,,,,0,50,middle_relief,
P1609,Jody,Issler,1997-06-06,77,185,Anglo,light,black,clean_shaven,L,P,,1,,,,,,56,,,,48,70,79,81,68,72,62,33,26,0,0,0,0,,,,56,,,,53,74,59,68,78,52,46,38,25,0,0,0,0,False,,,1,,,,,,0,50,finesse_starter,
P3470,Jamal,Baker,2000-01-03,75,208,African,dark,brown,clean_shaven,R,P,,1,,,,,,57,,,,57,63,73,63,77,67,66,0,0,0,33,0,0,,,,57,,,,70,72,70,77,65,64,70,0,0,0,39,0,0,False,,,1,,,,,,0,50,balanced_starter,
P9052,Cedric,Walker,2001-08-23,70,160,African,dark,black,beard,L,RF,,0,,,75,65,65,54,46,70,48,64,72,,,,,,,,,,,,71,71,75,54,46,44,48,79,81,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P2445,Adolph,Buske,1991-07-05,78,196,Anglo,medium,brown,beard,R,3B,,0,,,64,76,58,52,53,62,47,67,64,,,,,,,,,,,,63,64,45,52,53,56,47,57,57,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P3851,Juan,Ortiz,2002-07-02,74,190,Hispanic,light,blonde,clean_shaven,R,C,,0,,,71,51,55,51,53,73,45,41,79,,,,,,,,,,,,67,62,58,51,53,52,45,47,88,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P4756,Seth,Ingrassia,1991-08-12,77,176,Anglo,medium,brown,clean_shaven,R,3B,,0,,,61,60,67,50,47,68,49,53,55,,,,,,,,,,,,55,62,61,50,47,52,49,44,50,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P7630,Edmundo,Derobles,1995-02-04,75,162,Anglo,light,brown,clean_shaven,R,C,,0,,,57,68,71,46,53,58,49,42,63,,,,,,,,,,,,51,44,51,46,53,55,49,39,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P4514,Wesley,Comly,1999-10-07,72,216,Anglo,light,black,clean_shaven,R,LF,CF,0,,,74,59,66,48,60,56,48,69,57,,,,,,,,,,,,76,66,68,48,60,55,48,84,63,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P1904,Ambrose,Jacocks,1995-04-02,77,240,Anglo,dark,brown,beard,R,1B,,0,,,69,53,65,54,65,75,46,58,56,,,,,,,,,,,,59,56,56,54,65,51,46,56,55,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P6313,Tyrone,Robinson,1998-08-05,72,209,African,dark,black,clean_shaven,S,SS,,0,,,89,54,79,48,48,81,50,63,58,,,,,,,,,,,,86,71,69,48,48,62,50,74,69,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P6216,Andre,Fils,2006-03-31,78,213,Anglo,medium,black,clean_shaven,L,P,,1,,,,,,55,,,,52,86,79,70,75,67,69,68,39,92,92,0,0,,,,55,,,,73,97,72,88,62,63,75,94,57,99,90,0,0,False,,,1,,,,,,0,50,finesse_starter,
P7685,Rufus,Taylor,2005-09-04,73,246,African,dark,black,beard,L,P,,1,,,,,,46,,,,57,69,77,70,82,66,74,48,71,0,83,0,0,,,,46,,,,72,91,82,70,94,67,99,69,87,0,99,0,0,False,,,1,,,,,,0,50,balanced_starter,
P4806,Alejandro,Mendoza,2005-08-21,68,170,Hispanic,medium,black,clean_shaven,L,P,,1,,,,,,50,,,,47,56,85,61,66,48,81,0,20,0,70,0,0,,,,50,,,,57,72,88,79,83,77,99,0,45,0,83,0,0,False,,,1,,,,,,0,50,power_starter,
P1104,Clifton,Godleski,2004-02-05,72,191,Anglo,dark,black,clean_shaven,R,P,,1,,,,,,50,,,,49,70,80,79,89,67,62,60,59,45,55,0,0,,,,50,,,,60,81,76,82,86,79,84,81,80,75,70,0,0,False,,,1,,,,,,0,50,finesse_starter,
P7081,Roberto,Sanchez,2007-04-16,76,197,Hispanic,light,black,goatee,L,P,,1,,,,,,50,,,,55,63,51,62,67,50,68,39,94,92,92,0,0,,,,50,,,,70,90,74,84,76,68,99,69,99,94,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P5210,Orville,Hagle,2005-08-26,77,181,Anglo,light,brown,clean_shaven,R,C,,0,,,64,66,68,53,51,55,52,43,53,,,,,,,,,,,,78,70,63,53,51,57,52,58,76,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8668,Bradley,Na,2004-04-25,73,194,Anglo,light,brown,clean_shaven,L,C,,0,,,59,77,57,47,51,68,49,51,47,,,,,,,,,,,,57,59,60,47,51,53,49,68,62,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P3970,Francisco,Perez,2006-01-31,74,209,Hispanic,medium,brown,goatee,R,RF,,0,,,52,75,61,55,58,55,54,67,74,,,,,,,,,,,,82,91,78,55,58,53,54,90,87,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P6189,Damon,Bossick,2005-08-30,68,240,Anglo,light,brown,mustache,R,C,,0,,,82,56,60,49,54,73,57,45,54,,,,,,,,,,,,99,98,66,49,54,49,57,56,79,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P3746,Luther,Weirauch,2006-10-26,78,186,Anglo,medium,red,beard,R,3B,,0,,,56,77,64,48,50,63,48,58,51,,,,,,,,,,,,73,80,63,48,50,56,48,82,73,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P3068,Jermaine,Jefferson,1992-12-21,72,201,African,dark,black,mustache,S,P,,1,,,,,,55,,,,50,77,81,62,72,62,86,72,0,92,92,0,0,,,,55,,,,45,71,51,65,31,57,52,67,0,13,83,0,0,False,,,1,,,,,,0,50,power_starter,
P4781,Fermin,Colehour,2004-09-26,73,203,Anglo,medium,black,clean_shaven,R,P,,1,,,,,,48,,,,69,61,75,65,82,62,69,0,81,0,28,0,0,,,,48,,,,92,79,93,98,69,88,79,0,94,0,49,0,0,False,,,1,,,,,,0,50,balanced_starter,
P9352,Francisco,Rivera,1997-10-16,68,162,Hispanic,light,black,clean_shaven,L,P,,1,,,,,,48,,,,43,66,44,70,61,65,71,0,61,67,0,0,0,,,,48,,,,42,67,87,73,55,58,44,0,59,66,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P5873,Jose,Mendoza,1990-02-10,74,180,Hispanic,medium,brown,clean_shaven,R,P,,1,,,,,,43,,,,57,73,91,66,68,52,74,93,0,78,72,0,0,,,,43,,,,50,66,57,48,72,41,58,84,0,73,72,0,0,False,,,1,,,,,,0,50,power_starter,
P2347,Ramiro,Westbury,1998-09-17,78,245,Anglo,medium,blonde,mustache,R,P,,1,,,,,,55,,,,49,62,77,74,84,63,58,88,61,92,92,0,0,,,,55,,,,61,72,71,65,50,63,53,93,76,44,99,0,0,False,,,1,,,,,,0,50,specialist_starter,
P9496,Cedric,Carter,1998-10-31,72,161,African,dark,brown,beard,R,P,,1,,,,,,52,,,,57,73,72,74,88,63,61,0,76,0,33,0,39,,,,52,,,,64,83,70,80,71,53,91,0,85,0,44,0,44,False,,,1,,,,,,0,50,specialist_starter,
P2737,Bryan,Rabasca,1995-03-07,76,211,Anglo,medium,blonde,clean_shaven,R,P,,1,,,,,,45,,,,52,60,85,73,83,63,61,0,46,0,43,0,0,,,,45,,,,55,61,53,76,61,56,94,0,44,0,40,0,0,False,,,1,,,,,,0,50,finesse_starter,
P1132,Luis,Rodriguez,1990-09-16,71,165,Hispanic,medium,brown,mustache,R,P,,1,,,,,,53,,,,54,60,68,68,72,59,82,64,0,0,0,0,0,,,,53,,,,44,51,86,62,34,48,80,59,0,0,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P3848,Eduardo,Delgado,1992-10-07,71,231,Hispanic,medium,black,clean_shaven,L,P,,1,,,,,,51,,,,46,58,86,61,77,60,87,84,0,0,91,0,0,,,,51,,,,43,48,58,68,50,50,66,74,0,0,82,0,0,False,,,1,,,,,,0,50,power_starter,
P6187,Percy,Gaines,1999-02-10,71,181,African,dark,black,mustache,R,P,,1,,LR,,,,53,,,,47,61,62,63,62,63,64,45,0,45,64,0,71,,,,53,,,,61,70,68,67,82,63,95,51,0,58,76,0,77,False,,,1,,,,,,0,50,long_relief,
P1971,Antone,Money,1996-06-18,73,186,Anglo,light,black,mustache,S,P,,1,,,,,,50,,,,48,69,92,72,74,55,77,0,85,0,0,0,0,,,,50,,,,47,69,49,61,52,59,80,0,89,0,0,0,0,False,,,1,,,,,,0,50,power_starter,
P7883,Sean,Laurenceau,1990-02-27,70,220,Anglo,light,brown,beard,L,C,,0,,,65,54,63,46,56,65,44,44,57,,,,,,,,,,,,46,39,42,46,56,53,44,37,54,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P9272,Vito,Birkenmeier,1991-11-11,75,224,Anglo,medium,brown,beard,R,1B,,0,,,72,51,73,49,58,69,47,47,67,,,,,,,,,,,,66,63,49,49,58,54,47,37,64,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P3532,Ignacio,Morber,1996-03-13,70,243,Anglo,medium,blonde,clean_shaven,R,2B,,0,,,71,52,65,45,61,73,49,49,52,,,,,,,,,,,,67,45,50,45,61,60,49,44,51,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P4106,Raul,Rodriguez,1991-01-11,78,171,Hispanic,light,black,clean_shaven,R,3B,,0,,,59,74,57,54,59,69,50,65,65,,,,,,,,,,,,56,50,44,54,59,49,50,55,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8603,Rufus,King,1995-04-26,68,184,African,dark,brown,clean_shaven,R,SS,,0,,,68,63,66,51,63,77,53,66,52,,,,,,,,,,,,80,59,60,51,63,55,53,67,53,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P9716,Abraham,Slane,1991-08-04,73,242,Anglo,medium,brown,goatee,L,LF,,0,,,67,64,60,57,61,66,53,52,63,,,,,,,,,,,,58,47,58,57,61,48,53,43,63,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P2785,Numbers,Kuhls,1990-02-04,69,179,Anglo,dark,black,clean_shaven,R,CF,,0,,,57,72,53,57,47,56,50,54,55,,,,,,,,,,,,56,52,52,57,47,58,50,53,54,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8628,Darnell,Young,1987-03-20,69,176,African,dark,black,mustache,R,RF,,0,,,83,61,79,54,54,74,48,62,63,,,,,,,,,,,,86,51,43,54,54,58,48,59,55,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P7382,Deshawn,Gaines,1998-07-07,77,175,African,dark,black,beard,R,2B,,0,,,79,46,63,48,57,67,51,57,50,,,,,,,,,,,,86,50,60,48,57,51,51,62,55,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P8694,Xavier,King,1994-09-21,69,197,African,dark,black,beard,S,C,,0,,,66,91,47,50,56,54,44,44,42,,,,,,,,,,,,52,58,45,50,56,46,44,42,47,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P8107,Shaun,Viessman,2003-06-20,75,165,Anglo,medium,brown,clean_shaven,R,RF,,0,,,55,84,64,54,46,49,52,60,70,,,,,,,,,,,,61,75,65,54,46,66,52,68,77,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P9466,Fletcher,Hofbauer,1988-06-08,72,175,Anglo,light,blonde,clean_shaven,R,C,,0,,,63,60,63,48,62,70,46,76,55,,,,,,,,,,,,48,48,51,48,62,55,46,76,54,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P9966,Sol,Bovey,2002-02-07,73,241,Anglo,light,blonde,beard,R,SS,,0,,,74,56,71,49,47,76,50,69,51,,,,,,,,,,,,84,63,66,49,47,43,50,78,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P2588,Alejandro,Garcia,2002-12-05,78,250,Hispanic,dark,brown,clean_shaven,R,3B,,0,,,85,55,62,51,46,79,50,64,60,,,,,,,,,,,,75,59,94,51,46,64,50,71,66,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P3576,Alan,Rasanen,1990-06-26,74,216,Anglo,light,black,clean_shaven,R,P,,1,,,,,,55,,,,52,83,84,67,62,53,78,0,32,92,92,0,0,,,,55,,,,51,76,46,70,34,55,59,0,24,52,76,0,0,False,,,1,,,,,,0,50,power_starter,
P9780,Kip,Fielder,2000-09-23,77,167,Anglo,light,red,clean_shaven,R,P,,1,,SU,,,,49,,,,49,62,53,66,66,53,72,80,29,61,0,0,0,,,,49,,,,59,75,65,66,69,57,46,90,40,70,0,0,0,False,,,1,,,,,,0,50,setup,
P5691,Malik,Carter,1992-09-06,77,236,African,dark,black,beard,R,P,,1,,,,,,51,,,,44,60,48,57,63,66,74,20,0,0,51,0,0,,,,51,,,,44,58,47,70,56,50,43,15,0,0,42,0,0,False,,,1,,,,,,0,50,middle_relief,
P2887,Roman,Baucum,2000-10-21,71,235,Anglo,light,black,beard,R,P,,1,,,,,,53,,,,55,70,82,59,71,52,77,75,68,0,32,0,0,,,,53,,,,63,77,74,99,79,62,79,85,74,0,37,0,0,False,,,1,,,,,,0,50,power_starter,
P1806,Percy,Wright,2000-10-14,73,164,African,medium,black,goatee,R,P,,1,,,,,,48,,,,57,65,80,73,80,71,80,0,52,30,74,0,94,,,,48,,,,68,75,67,78,85,65,99,0,60,45,80,0,99,False,,,1,,,,,,0,50,balanced_starter,
P8135,Doug,Nilan,1988-03-13,70,221,Anglo,light,brown,beard,S,P,,1,,,,,,57,,,,52,73,75,74,83,60,73,0,23,0,0,0,0,,,,57,,,,50,63,51,50,83,43,57,0,17,0,0,0,0,False,,,1,,,,,,0,50,finesse_starter,
P1891,Rafael,Ramos,1989-08-15,78,190,Hispanic,dark,blonde,mustache,L,P,,1,,,,,,50,,,,55,65,55,65,61,69,83,23,74,60,73,0,0,,,,50,,,,53,63,51,66,52,50,43,20,66,50,63,0,0,False,,,1,,,,,,0,50,middle_relief,
P3341,Tyrone,Taylor,1997-08-01,77,228,African,dark,black,goatee,L,RF,,0,,,65,74,48,43,53,66,49,61,71,,,,,,,,,,,,68,70,59,43,53,51,49,60,69,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P3744,Tommie,Tuy,1998-11-18,68,224,Anglo,medium,brown,clean_shaven,S,LF,,0,,,66,62,61,41,58,58,50,62,58,,,,,,,,,,,,79,67,70,41,58,56,50,73,70,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P3259,Luis,Gonzalez,1993-10-26,76,191,Hispanic,light,black,goatee,L,RF,,0,,,64,74,70,51,56,53,50,70,71,,,,,,,,,,,,53,55,37,51,56,49,50,66,71,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8656,Richard,Noseff,1989-03-07,75,183,Anglo,light,blonde,clean_shaven,R,1B,,0,,,71,56,69,51,46,50,48,46,58,,,,,,,,,,,,74,71,58,51,46,56,48,44,50,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P2543,Yong,Singh,2003-01-14,71,176,Asian,light,brown,clean_shaven,R,SS,,0,,,78,46,72,50,54,67,43,50,64,,,,,,,,,,,,68,62,79,50,54,70,43,65,78,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P6917,Scotty,Desrosiers,1990-08-21,77,233,Anglo,medium,brown,clean_shaven,R,3B,,0,,,60,65,70,45,52,56,48,54,55,,,,,,,,,,,,51,42,41,45,52,66,48,45,51,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P9897,Pedro,Rodriguez,1991-12-06,76,179,Hispanic,medium,blonde,clean_shaven,R,LF,,0,,,63,64,55,50,62,64,45,61,67,,,,,,,,,,,,66,52,50,50,62,51,45,51,65,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8182,Stephan,Schegetz,1988-08-01,71,209,Anglo,light,red,mustache,R,CF,,0,,,71,51,70,50,53,80,52,54,56,,,,,,,,,,,,68,54,50,50,53,60,52,48,51,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P5820,Tyrone,White,2005-09-09,74,189,African,medium,black,mustache,S,P,,1,,,,,,55,,,,51,82,63,62,77,58,63,0,81,92,92,0,0,,,,55,,,,76,99,77,99,63,67,65,0,99,0,47,0,0,False,,,1,,,,,,0,50,specialist_starter,
P3103,Roberto,Vargas,2003-11-17,78,233,Hispanic,light,brown,clean_shaven,R,P,,1,,,,,,46,,,,58,63,87,71,68,67,82,44,81,68,45,0,0,,,,46,,,,83,90,95,88,80,99,99,58,94,80,68,0,0,False,,,1,,,,,,0,50,power_starter,
P5415,Xavier,Carter,2005-05-20,71,193,African,dark,black,clean_shaven,R,P,,1,,SU,,,,50,,,,50,71,49,62,61,54,86,49,39,45,72,0,0,,,,50,,,,80,99,79,80,99,81,52,69,51,67,92,0,0,False,,,1,,,,,,0,50,setup,
P3336,Rufus,Gaines,2004-11-28,73,175,African,medium,black,clean_shaven,R,P,,1,,,,,,45,,,,52,59,78,74,92,63,67,0,84,0,28,0,0,,,,45,,,,68,76,85,90,97,83,87,0,99,0,38,0,0,False,,,1,,,,,,0,50,specialist_starter,
P9265,Rufus,Harris,2007-06-09,78,188,African,dark,black,clean_shaven,R,P,,1,,,,,,48,,,,59,59,83,69,68,63,67,33,0,55,71,0,0,,,,48,,,,70,85,80,81,97,78,95,46,0,76,98,0,0,False,,,1,,,,,,0,50,balanced_starter,
P9829,Raul,Ortiz,2005-01-22,76,223,Hispanic,dark,blonde,goatee,R,3B,,0,,,81,61,78,49,44,71,52,59,56,,,,,,,,,,,,92,83,83,49,44,51,52,80,83,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P4658,Pete,Wathen,2004-09-01,77,231,Anglo,light,brown,goatee,R,2B,,0,,,84,47,60,53,47,70,48,52,50,,,,,,,,,,,,77,57,64,53,47,63,48,62,68,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P9293,Pedro,Lopez,2004-01-23,78,173,Hispanic,medium,black,clean_shaven,R,SS,,0,,,64,63,54,48,58,54,51,58,61,,,,,,,,,,,,73,83,78,48,58,56,51,73,87,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P4780,Fernando,Gonzalez,2004-06-25,70,176,Hispanic,medium,red,clean_shaven,R,LF,,0,,,80,66,49,42,45,65,52,81,59,,,,,,,,,,,,69,84,99,42,45,55,52,99,82,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P5655,Lyman,Klepper,2004-10-30,72,210,Anglo,light,brown,clean_shaven,R,SS,,0,,,69,54,69,53,59,83,53,54,56,,,,,,,,,,,,87,63,68,53,59,60,53,64,75,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P7574,Hassan,Abuhl,1998-06-20,78,183,Anglo,light,red,beard,R,P,,1,,,,,,55,,,,57,77,69,63,73,63,82,0,95,92,92,0,0,,,,55,,,,62,86,72,82,48,71,49,0,99,0,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P3063,Deshawn,Green,1994-07-01,69,214,African,dark,black,beard,R,P,,1,,,,,,47,,,,59,55,53,67,68,51,82,28,0,0,0,0,0,,,,47,,,,54,56,92,66,72,64,78,23,0,0,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P1675,Eduardo,Perez,1992-12-16,69,211,Hispanic,light,brown,clean_shaven,R,P,,1,,,,,,57,,,,54,64,64,77,77,60,70,61,0,0,56,0,0,,,,57,,,,51,57,58,60,27,53,90,56,0,0,48,0,0,False,,,1,,,,,,0,50,balanced_starter,
P3316,Francisco,Hernandez,2003-10-20,68,213,Hispanic,medium,black,goatee,R,P,,1,,LR,,,,48,,,,48,69,62,63,74,57,74,42,0,48,20,0,0,,,,48,,,,53,77,72,72,49,57,81,53,0,60,28,0,0,False,,,1,,,,,,0,50,long_relief,
P1570,Anderson,Lutes,1995-04-26,73,206,Anglo,medium,brown,clean_shaven,R,P,,1,,,,,,52,,,,52,63,74,64,88,59,72,65,71,83,0,0,0,,,,52,,,,52,63,51,61,56,50,67,69,73,88,0,0,0,False,,,1,,,,,,0,50,specialist_starter,
P4725,Franklyn,Villao,1998-01-21,77,206,Anglo,medium,blonde,clean_shaven,R,P,,1,,,,,,46,,,,54,67,70,61,73,54,60,0,25,0,0,0,0,,,,46,,,,63,80,61,77,40,66,74,0,32,0,0,0,0,False,,,1,,,,,,0,50,specialist_starter,
